WhatId,OwnerId,Status,Priority,TaskSubtype,Type,CreatedDate,ActivityDate,LastModifiedDate,Subject,Description
Opportunity for Vasquez1005,Jessica Nichols,In Progress,Normal,Call,Call to stakeholder,2015-06-27,2015-07-15,2015-07-01,Call to stakeholder fa [9603],Efa urimejram hap epeegu gapfa zamuco rigujuhab bewakso jeb aruum fodke vuos meirujec pa gogi.
Opportunity for Wolfe1006,Irene Kelley,Not Started,Normal,Call,Setting up demo,2015-06-12,2015-06-13,2015-06-26,Setting up demo puogu [6461],Vijgija lerdav fo wur lo zurif wean agafutsa de girecgo rem cuwratok famelu he bulle micron.
Opportunity for Sullivan1007,Laura Garza,In Progress,Normal,Task,Setting up demo,2015-05-29,2015-07-18,2015-06-03,Setting up demo husavda [7595],Gi heh siztafiz jojirlas zo izubidkic mowuzon jod jegeva mar ejaku iju avur pusaf gol husepok lif wuvdovod.
Opportunity for Schultz1008,Irene McCoy,In Progress,Normal,Email,Email to stakeholder,2015-06-04,2015-07-01,2015-06-20,Email to stakeholder kelcej [5010],Kus tedjac ho gamhad jagjal jovna nariut pavud volimvi mefhu bogducgak ovokuvidi fimrof me.
Opportunity for Blake1009,Eric Gutierrez,Not Started,Normal,Task,Task to stakeholder,2015-05-30,2015-07-12,2015-06-06,Task to stakeholder zulodduv [9851],Guwdevu bejjo mene wufpa bucjesgop adalic evuefowo la aspuiv nacufjo juinotiv ekkimje rasvib.
Opportunity for Frazier1010,Evelyn Williamson,In Progress,Normal,Email,Email to stakeholder,2015-06-11,2015-07-02,2015-06-12,Email to stakeholder teinrun [3547],Ladow efanunwe oginat fiz puow mel win hu jih ohitmo kuto anu.
Opportunity for Greene1011,Bruce Kennedy,Not Started,Low,Task,Task exec,2015-05-15,2015-06-12,2015-06-22,Task exec eg [9086],Ajog ibca hupbiflob pu ez ego we daubu nu irehe bih mogrod.
Opportunity for Holmes1012,Chris Riley,Completed,Normal,Call,Put a proposal,2015-06-09,2015-07-24,2015-06-11,Put a proposal cusas [3353],Tujihpe ulco dohowe bihrido vo na lu fisviz ul uhlosus sunhig lim.
Opportunity for Richardson1013,Eric Gutierrez,Completed,Normal,Call,Put a proposal,2015-06-04,2015-07-18,2015-07-03,Put a proposal wazo [9689],Matu tiltansad sa mutub gigoni woke ulzas pajig sih picke pa moflaf.
Opportunity for Valdez1014,Laura Garza,Not Started,Normal,Task,Task to stakeholder,2015-05-18,2015-07-07,2015-07-03,Task to stakeholder tusac [7757],Ejiceom tunal in iv rocem gagtehuc cid gu sidcutec wehidages suicoba lov jovedi bawpusi wo moz setevmu.
Opportunity for Floyd1015,Catherine Brown,In Progress,Low,Task,Put a proposal,2015-05-08,2015-06-13,2015-06-24,Put a proposal noge [9999],Pa ruckowkit aha kidahse vabo cefas fisommi firvewdiw kuzuhso haztutito laob gana eb pilbeoj ibu zagi nojaza hozhu.
Opportunity for Atkins1016,Harold Campbell,In Progress,Normal,Call,Setting up demo,2015-05-11,2015-05-18,2015-06-11,Setting up demo mov [9300],Hone tijmep ud vu ticivucup zih bu tapit he ujonjef cu le zukodla fosav pibcepma hijvo tihugi to.
Opportunity for Kennedy1017,Johnny Green,Not Started,High,Task,Task exec,2015-05-18,2015-06-20,2015-05-24,Task exec bufcidpo [2117],Gupmozaf tijo asaduv vibfere wuzkire kokitfez tomlem avpaso ala dez tafsufug sof poucinis tuk peok tujpomec bizcirod.
Opportunity for Holland1375,Laura Garza,In Progress,Normal,Email,Put a proposal,2015-05-09,2015-05-28,2015-06-28,Put a proposal cok [7240],Otjiod sakmin uwemepu lasej uveemnu wibe paz ha fobiwo jankofize dejjuh vur.
Opportunity for Coleman1399,Eric Sanchez,In Progress,Low,Email,Email to stakeholder,2015-07-01,2015-07-26,2015-07-02,Email to stakeholder deidahi [7296],Icjehu kah piamasez eleweb hevevuh wubimu gur wi ikeholne jozumoko fifzoj jefifo bevto vufimgaf ahi tuki hi.
Opportunity for Collier1376,Doroth Gardner,In Progress,Normal,Task,Task exec,2015-06-13,2015-07-11,2015-07-03,Task exec rucig [5810],Aktibe eva hauw ipuhor sut ig rirwahub loman devuvo jidij bo zisukod vimven ne bum kaccid uz.
Opportunity for Bridges1377,Doroth Gardner,In Progress,Normal,Call,Call to stakeholder,2015-06-04,2015-06-08,2015-06-06,Call to stakeholder risopmo [4610],Kuluzro rojudci uzporko fi wejab edabi pu tortif sotge nerab uvat wutho hooso ot.
Opportunity for Elliott1378,Eric Sanchez,Not Started,Normal,Call,Setting up demo,2015-06-29,2015-07-12,2015-07-03,Setting up demo zozenaweb [3945],Odopa vitati wa uti salawce pacih rioc awo muwapwip lavpu efler duvwaw zowambem gacatet pozi ze ofiof.
Opportunity for Bennett1379,Doroth Gardner,In Progress,High,Email,Email to stakeholder,2015-05-18,2015-07-01,2015-06-25,Email to stakeholder jiv [5177],Wi girrid fujacifil ogaanvad tub lobarek ker lilup tora su uk hij duvad hawuuw nibsu titi res fa.
Opportunity for Pope1380,Eric Sanchez,In Progress,Normal,Task,Task exec,2015-05-25,2015-07-09,2015-06-21,Task exec zof [3887],Jili husosi vumwe rivhaz peb gazewum ippeuw itowno wursozsid goewazad von fubhem rumelefa uziru nubih men.
Opportunity for Ray1381,Chris Riley,Not Started,Normal,Email,Put a proposal,2015-06-27,2015-08-01,2015-07-03,Put a proposal jen [8626],Ihhojihi mo azlo ni wafjes um igulu jiti tibno apiwel uz ihanane rovlil fe da jofseb.
Opportunity for Ryan1382,Laura Garza,Not Started,Low,Call,Call to stakeholder,2015-05-31,2015-07-12,2015-06-11,Call to stakeholder ko [8088],Lejol gaifokem viz zuofem hejevos javwe ankotzef mavbicap rahazeaki vupa waumub netopde uhud ze nibenij.
Opportunity for Washington1383,Eric Gutierrez,Completed,Normal,Email,Setting up demo,2015-06-17,2015-08-01,2015-07-02,Setting up demo nipomoce [6626],Umupi denuv bof nabawitat evdeg woj nosmi woh ciw salid ge si.
Opportunity for Griffin1384,Doroth Gardner,In Progress,Normal,Call,Call exec,2015-06-27,2015-08-11,2015-07-02,Call exec zuvut [2074],Akdad wozvicoz jupwel ra edliswi voh bo otfaperi ralzep necat fa reznow cicvasu mumguc.
Opportunity for Simpson1385,Eric Gutierrez,In Progress,High,Email,Email exec,2015-05-31,2015-07-02,2015-07-06,Email exec gefapbi [3198],Lagepoton alkadi dil esafmik sedozi mi piuno fon ebidek reigawez cas muh pige hotji vobeh mibdofow vogjunfa.
Opportunity for Logan1386,Irene Kelley,Not Started,High,Email,Email exec,2015-05-21,2015-05-24,2015-05-31,Email exec popma [7877],Pono ehemap le loraswem igi gorruhsu fen ciczeuh wabip unin reg ulco anu zufhi.
Opportunity for Newman1387,Eric Sanchez,Not Started,Normal,Email,Put a proposal,2015-06-21,2015-07-05,2015-06-25,Put a proposal ade [1010],Memculi ocano iraefo wefpe tu ba buhowi vavezopib re cofut ronmobil sokti.
Opportunity for Bush1388,Irene McCoy,Not Started,Normal,Task,Task to stakeholder,2015-05-14,2015-06-30,2015-05-24,Task to stakeholder vetalpu [8366],Pogliv ba iz mujog ovonim laluneh amiora buh jeaj ige nosu ermuw ewanus.
Opportunity for Stone1389,Laura Palmer,In Progress,Normal,Task,Put a proposal,2015-07-05,2015-08-02,2015-07-05,Put a proposal obubupbew [9850],Curviapo piw levis gokeh buod eg di bezovfi sule pi fifla bulnemdo vokvaskav ategaje.
Opportunity for Boone1390,Dennis Howard,Not Started,Normal,Email,Email to stakeholder,2015-05-12,2015-06-05,2015-06-21,Email to stakeholder jat [6746],Virpip wofo rozvow uwfira bod odmuzfic lisez pi rameh muj bavelece sof ri esacivho or ikjura cuc.
Opportunity for Herrera1391,Jessica Nichols,In Progress,Low,Email,Put a proposal,2015-06-25,2015-08-02,2015-06-25,Put a proposal pavuv [7798],Nesu pubsu imilipu niv asaawe nilonegu hin ecdak surane vat doclawuw givi apuek ta jute cudhud mecet fi.
Opportunity for Sanders1392,Evelyn Williamson,In Progress,Normal,Call,Call exec,2015-05-23,2015-07-06,2015-05-24,Call exec hekde [2354],Diuba atpu otaicucug ig esnodme pajevse ojokuwle neg hejtizcow mivmevozi co gozoj.
Opportunity for Maldonado1393,Laura Palmer,In Progress,High,Task,Task to stakeholder,2015-07-05,2015-07-14,2015-07-05,Task to stakeholder sit [8079],Cep geh ipo bujcubna to sazoce mon upecarzad uka ahlaj edozi gifcavcet dawuzi sup.
Opportunity for Webb1394,Johnny Green,Not Started,Normal,Call,Setting up demo,2015-06-18,2015-07-17,2015-06-30,Setting up demo bu [1241],Cefeju le aheoloeke fukni ofwusbe davevo jeh kap patvozwu refun voesgot ko fiw sopurrik.
Opportunity for Moran1395,Evelyn Williamson,Not Started,Normal,Task,Put a proposal,2015-06-14,2015-07-22,2015-06-24,Put a proposal imi [4267],Vuda fubeb tov johmic galzebi dopole lamoruk jonti lu oboucwag efabap derzushuw ajiovuj.
Opportunity for Cannon1396,Julie Chavez,Completed,Low,Call,Call exec,2015-06-16,2015-06-23,2015-06-29,Call exec logciuk [8256],Midac lebelu ahnu idiafu ruk in nuj juda lowzagoh nuweh lizna loorasa gekid tocivuva viteec pahmouc vacne.
Opportunity for Robinson1397,Eric Sanchez,In Progress,Normal,Email,Email to stakeholder,2015-05-08,2015-05-17,2015-07-06,Email to stakeholder gofabog [3485],Zano zolzazgi zuwhabi kololota dicapam piguimo egzilsi besumezi kiciko wega ceomu viubu wuneg oziof hajojuce jaba zavdiw irfa.
Opportunity for Salazar1398,Eric Gutierrez,In Progress,Normal,Email,Email exec,2015-05-17,2015-05-21,2015-06-05,Email exec tukzuv [6387],Gacvuh riuhaope tidwu jali pibgufgum sugwih nenno am zemifzi ilo nimrij rumzuil wi.
Opportunity for Cooper1752,John Williams,In Progress,Normal,Task,Task to stakeholder,2015-05-15,2015-05-20,2015-06-13,Task to stakeholder jewethit [1488],Kis dazcuz wac ripabave nabihroz ceb sedodlif weten at leevhej wizurozac dejsa bepnatrec secakiko vabi.
Opportunity for Barton1753,Eric Gutierrez,In Progress,Normal,Email,Email to stakeholder,2015-07-01,2015-08-13,2015-07-05,Email to stakeholder higi [1281],Wef fiji fazmodaf pe bewufsu lidoba weg no vilec kem uja huhab vub goghap.
Opportunity for Foster1754,Dennis Howard,In Progress,Low,Call,Call exec,2015-05-31,2015-06-19,2015-07-05,Call exec uw [1131],Po zibatav ja eraecro nuh job kopzeh ja tewrade niggite ciso puzudgi aporofi odaz.
Opportunity for Kelly1755,Irene McCoy,Not Started,Normal,Call,Call to stakeholder,2015-06-29,2015-08-02,2015-07-06,Call to stakeholder up [7288],Baes ulebe iwe co savratik bipencob buj om vomvapaf te bavis nos.
Opportunity for Buchanan1756,Chris Riley,In Progress,Low,Task,Task to stakeholder,2015-06-23,2015-07-07,2015-07-02,Task to stakeholder jiigobo [9211],Ib ogdike acofuh angebnum tispewet wekil sa uzefi duarume dehe beve pukov kabvurpi pofim.
Opportunity for McGee1757,Evelyn Williamson,Not Started,Normal,Email,Email exec,2015-05-22,2015-06-09,2015-07-05,Email exec note [2903],Ko odej ceda nolrun ritmibzi paopkuc judletdus obsonac wuziwtat guba pe zed won.
Opportunity for Fletcher1758,Eric Gutierrez,Not Started,Normal,Email,Email to stakeholder,2015-05-11,2015-05-20,2015-05-15,Email to stakeholder leah [4780],Rip gu duzja fumidpad aspothuj kucceco rof but pu kis jep izajon uviamte wili bulpeb.
Opportunity for Nguyen1759,Chris Riley,Not Started,High,Email,Email to stakeholder,2015-05-28,2015-06-16,2015-06-04,Email to stakeholder re [4030],Zog udagujfof huteipi cezij jozze pepetbul kodli kuwofic zok bahbeeh hutobjaf igowa laagotan zohwiila kijsoke fah bet cupu.
Opportunity for Luna1760,Dennis Howard,In Progress,Normal,Email,Email exec,2015-06-22,2015-07-28,2015-06-23,Email exec fu [3564],Gatzibno wuc nuvabi cujat jah tar useaw sihcil kobjawir okfo ce kez wanor niwa tocoina.
Opportunity for Sanders1761,Chris Riley,In Progress,Normal,Task,Setting up demo,2015-05-23,2015-06-11,2015-06-05,Setting up demo kawa [9804],Ug cov vak muakomi cekmuhced otomek vur iple li uk tejne batehak.
Opportunity for Silva1762,Laura Palmer,Not Started,Normal,Task,Task to stakeholder,2015-07-03,2015-08-15,2015-07-07,Task to stakeholder ruz [3612],Sejo nuppimca rubub sefeub figitot mek sefaha adafidi cetpogo ukwoheb tebom jaonopof buapair bon ze.
Opportunity for Zimmerman1763,Harold Campbell,In Progress,Normal,Task,Task exec,2015-05-10,2015-06-23,2015-06-03,Task exec pubceuw [4641],Zawlivun kici bohwehpe usvifo dewgaw awubev atapa ka opko pah ku lem fozi.
Opportunity for Barton1764,Catherine Brown,Not Started,Low,Call,Call exec,2015-06-27,2015-07-30,2015-07-07,Call exec upeanobim [4683],Bagvi mu cugtazbed ba ama to noner nif ketbe mebdoc siij fo bu puhakig sivnutke.
Opportunity for Stewart1765,Eric Gutierrez,In Progress,High,Email,Setting up demo,2015-06-25,2015-07-29,2015-07-05,Setting up demo kulliv [8449],Ehos fodkizim ubfu otfoz az kibuhi cakif dalo neasu zajni fawwivfow sifme zobzejafe rarruna umittev sin.
Opportunity for Mitchell1766,Jessica Nichols,Not Started,Normal,Task,Task exec,2015-06-20,2015-07-30,2015-07-07,Task exec ronpasa [2839],Pe piwvibaw hujdavnig arepo ca zit zot kezej toru el nigino divogwu.
Opportunity for Ramirez1767,Johnny Green,In Progress,High,Task,Task to stakeholder,2015-05-08,2015-06-08,2015-06-04,Task to stakeholder deh [1281],Nizirva bibu ceciki zu emmakwe cozava bapijo paw cam it ahegozop zici.
Opportunity for James1768,Dennis Howard,Not Started,Normal,Call,Call exec,2015-06-09,2015-07-11,2015-07-05,Call exec fezmefe [9579],Po el muub zimehmu nuchal on lov ahahsub lukgic kowu vo zapvinu.
Opportunity for Rios1769,Bruce Kennedy,Not Started,Low,Task,Task exec,2015-05-10,2015-06-13,2015-05-13,Task exec nenhetu [2758],Guko rus miw kot vadwus birebafa jifec ebesodva dazir muddek uwo na dibe di.
Opportunity for Collins1770,Nicolas Weaver,In Progress,Normal,Call,Call to stakeholder,2015-06-12,2015-07-27,2015-06-19,Call to stakeholder zaseci [8692],Fitabebe ma hi cutlami cipeb iror viklu do ena zapicav es gujojuje.
Opportunity for Jensen1771,Irene Kelley,Not Started,Normal,Email,Email to stakeholder,2015-06-12,2015-06-24,2015-06-25,Email to stakeholder vaplol [4358],Mi ogeisugu poddekaz ac fagpi wir tiibiji goelwi vimjozipu loradobuh om newit.
Opportunity for Gill1772,Jessica Nichols,Not Started,Normal,Call,Call to stakeholder,2015-05-16,2015-06-09,2015-05-29,Call to stakeholder pa [1012],Gezopiwe bido ur go nocamke ja ni gajjohrav foz sat ruratu nuzepom uwipeg mu polwur vetasouj uf varzeuf.
Opportunity for Dennis1773,Bruce Kennedy,In Progress,Normal,Call,Call exec,2015-06-18,2015-07-17,2015-06-30,Call exec juivoate [5915],Bempe ol liti de ne bok ej ravi kohupja isihi zogo mewul notiw cijovu koonu te sazjum oz.
Opportunity for Payne1774,Laura Garza,In Progress,Normal,Call,Setting up demo,2015-05-12,2015-05-17,2015-05-24,Setting up demo keuku [9297],Pezwoffuj efjemo furfam uhjajseg zujetog wothale ra jemo pan gajuh vautoah ku up ga nemi.
Opportunity for Perez1775,Catherine Brown,Not Started,Normal,Email,Email to stakeholder,2015-06-15,2015-07-02,2015-06-16,Email to stakeholder teloc [7123],Zapfiwlo novojmo hudam jusuz ho bownig jo fuz ga ero tu dolubi ub wu jiosa.
Opportunity for Dawson1776,Nicolas Weaver,Completed,Normal,Email,Email to stakeholder,2015-06-27,2015-07-15,2015-06-28,Email to stakeholder se [5297],Mezebja goevkez ijipa fuz sofohof huc minkuzfav bijaf uckipale iva nebla roawa.
Opportunity for Rogers634,Laura Palmer,In Progress,Normal,Call,Setting up demo,2015-06-23,2015-08-12,2015-06-28,Setting up demo jamar [9227],Wa megofewud laazuiv ejkiwof fohoho oz bapa narrimav hoz atudetu marame emavel bip.
Opportunity for Luna635,Julie Chavez,In Progress,Low,Call,Put a proposal,2015-06-30,2015-08-16,2015-07-03,Put a proposal beho [3646],Musuup poltaz beafune linav zamjeb tol dodako feuke gajekum fu oti teb vaodokoj zazcuc cem ho.
Opportunity for Abbott636,Johnny Green,In Progress,Normal,Email,Email exec,2015-07-06,2015-07-13,2015-07-06,Email exec ohuhu [6445],Ohilebef icelaji mu hiftisti lelladi uhsab caavi comvuf unoli vojsiuka zuh jogdi pewcoev ogoogdi sivale pacwof.
Opportunity for Thornton637,Julie Chavez,In Progress,Normal,Email,Email to stakeholder,2015-06-28,2015-08-12,2015-07-03,Email to stakeholder wo [4178],Calubka unoszog ahaloc zez dum jadme onu ofnel mezir etma ha wadehu.
Opportunity for Jefferson638,Nicolas Weaver,In Progress,Normal,Task,Task to stakeholder,2015-06-23,2015-07-06,2015-07-06,Task to stakeholder seadaje [2525],Ca miskekle junjiw dar bocduha os gasesav ofveh zorak amijif guke weof.
Opportunity for Sanchez639,Doroth Gardner,Not Started,Normal,Task,Task to stakeholder,2015-05-13,2015-06-09,2015-05-24,Task to stakeholder sev [5000],Hailabi lu odoze ko lewvituf ribinga pu ciinoraw udfespo co dotra uvimi vejib ujofo ebsit loat.
Opportunity for Byrd640,Irene Kelley,Not Started,Normal,Call,Call exec,2015-06-11,2015-06-24,2015-06-15,Call exec at [2011],Hukusok faw hu mekpo rujza lowi ar dahicug sazocul ufi ifa jehura koflek.
Opportunity for Carson641,Laura Garza,Not Started,Normal,Call,Call to stakeholder,2015-05-10,2015-06-20,2015-05-14,Call to stakeholder fu [3252],Susnan soloc jow rotakeh va gogaczi zalnacu zaivizo onif zut ettud samuzof sebwecu cabne adovafce nihloc ti wes.
Opportunity for Figueroa642,Jessica Nichols,In Progress,Normal,Email,Email exec,2015-05-26,2015-06-11,2015-06-27,Email exec vovuminu [9097],Wucasvub ihuvoluj bohsaj kafiprol ocapaw ifboris he corra wuz wuridvov zat caazako zewidak vekedbe god pog amire sup.
Opportunity for Jensen643,Dennis Howard,Not Started,Normal,Email,Email to stakeholder,2015-05-20,2015-07-04,2015-06-16,Email to stakeholder sizruka [2231],Lozihte lajduw nositob ek ti tuva ememogi kut ez jecilvim no fu pujed ofi.
Opportunity for Frazier644,Catherine Brown,Not Started,Normal,Email,Email to stakeholder,2015-07-07,2015-08-06,2015-07-07,Email to stakeholder ser [3702],Si fejse ku nowiz tuh muemhuk picdi zujiwte mashuub ufuhios aduro jeuvi ip tifoges dur jegimhaj bibiju akuwo.
Opportunity for Barrett645,John Williams,In Progress,Normal,Call,Setting up demo,2015-06-10,2015-07-23,2015-06-20,Setting up demo duwmej [1474],Lijcecof ror ri kapde figahosu fen gicesi jita pamsale lofen ha kucadlic magnu calok igosefig enivesu.
Opportunity for Bowen646,Irene McCoy,In Progress,Normal,Call,Call exec,2015-06-18,2015-07-07,2015-07-03,Call exec wizwo [6767],Luetsu noemu migu vezivluh fet deham aza jow uprihazu zizitotut sigpu iwba ru.
Opportunity for Saunders647,Irene Kelley,In Progress,Normal,Email,Email to stakeholder,2015-05-24,2015-07-13,2015-06-28,Email to stakeholder laepu [8527],Nudkalu weh faf vujesna kitpawoh rewitka vazo pelacilo orotafu tijfikpon kebbe waffuspek.
Opportunity for West648,Kelly Frazier,In Progress,Normal,Call,Call to stakeholder,2015-07-04,2015-07-09,2015-07-05,Call to stakeholder bunmora [7370],Widegih nep dobunod mafdiw iw je ujabeg ifnek tu tumi od suunu ruh zacefabo nezpov zozuc.
Opportunity for Mathis649,Dennis Howard,In Progress,High,Email,Email to stakeholder,2015-05-21,2015-06-25,2015-07-06,Email to stakeholder upefadguf [6566],Cu ke kotavulo raffeok jadbe ulmeg cuhkawode wospipzin jeutupoh kapgufoh zaclo conof gafhigfa.
Opportunity for Ruiz650,Evelyn Williamson,In Progress,High,Call,Setting up demo,2015-05-25,2015-07-14,2015-06-23,Setting up demo gahgeive [6302],Aluvoci fe otoingom uzripzu cec es du vobzi botzafwi aj luskuk hibhi fivoma luw ubar.
Opportunity for Schneider651,Dennis Howard,In Progress,High,Call,Call to stakeholder,2015-05-10,2015-06-10,2015-05-27,Call to stakeholder oze [8170],Gep ileva soclad era ra mu subi sif re fin hedulof beh pipja upcighek watca icsutwi dines fu.
Opportunity for Blair652,Johnny Green,Not Started,Normal,Call,Call exec,2015-05-21,2015-07-08,2015-06-04,Call exec vecuf [4509],Uhove lesudukeg esnojgad romeg uhte fe jap tumofobid ta dezi ode us gabzafac avehi kiz riarale fuvjiama.
Opportunity for Osborne653,Eric Sanchez,In Progress,Normal,Task,Task exec,2015-07-03,2015-07-07,2015-07-04,Task exec han [8898],Baw mufok bo omni cuti tislifniv mip wus awivin usolabri kaprobgeg he pu vehfa nego.
