WhatId,OwnerId,CreatedDate,LastModifiedDate,ActivityDate,Subject,DurationInMinutes
Opportunity for Mathis649,Eric Gutierrez,2015-06-13,2015-06-20,2015-06-23,Demo with execs ikgadpec [7547],30
Opportunity for Ruiz650,Dennis Howard,2015-06-29,2015-07-06,2015-07-29,Demo with execs kog [6866],81
Opportunity for Schneider651,Chris Riley,2015-06-30,2015-07-03,2015-08-05,Meeting with stakeholders tanoz [6613],110
Opportunity for Blair652,Dennis Howard,2015-05-08,2015-07-03,2015-05-25,Meeting with stakeholders jofjobji [3858],115
Opportunity for Osborne653,Laura Garza,2015-05-16,2015-07-06,2015-06-25,Demo with execs sawuruz [4417],64
Opportunity for Spencer654,Evelyn Williamson,2015-06-14,2015-07-05,2015-07-30,Demo with execs pobboboc [2106],56
Opportunity for Norman655,Kelly Frazier,2015-05-28,2015-06-12,2015-05-30,Demo with execs miolono [1850],53
Opportunity for Bryan656,Jessica Nichols,2015-06-25,2015-07-05,2015-07-04,Meeting with stakeholders eb [2252],29
Opportunity for Bridges657,Johnny Green,2015-06-17,2015-07-07,2015-06-25,Demo with execs ceetoned [8418],76
Opportunity for Tate1018,Harold Campbell,2015-05-17,2015-06-10,2015-05-24,Meeting with stakeholders sapoipi [8575],98
Opportunity for Tucker1019,Julie Chavez,2015-07-02,2015-07-03,2015-07-20,Demo with execs riw [9225],41
Opportunity for Patton1020,Laura Garza,2015-05-08,2015-06-16,2015-06-22,Demo with execs ke [3062],46
Opportunity for Vasquez1021,Eric Gutierrez,2015-06-30,2015-06-30,2015-07-18,Meeting with stakeholders zo [5050],86
Opportunity for Willis1022,Harold Campbell,2015-06-25,2015-06-26,2015-07-09,Demo with execs pipihe [3528],40
Opportunity for Lambert1023,Catherine Brown,2015-06-30,2015-07-06,2015-07-16,Demo with execs kalaknam [2886],23
Opportunity for Thomas1024,Eric Gutierrez,2015-06-05,2015-06-27,2015-06-10,Meeting with stakeholders tonvu [1056],101
Opportunity for Fisher1025,Johnny Green,2015-05-28,2015-06-18,2015-06-24,Demo with execs fa [8780],59
Opportunity for Santiago1026,Julie Chavez,2015-07-01,2015-07-03,2015-07-31,Demo with execs puwdi [1196],89
Opportunity for Evans1027,John Williams,2015-05-10,2015-06-06,2015-06-25,Meeting with stakeholders tiw [2763],22
Opportunity for Mitchell1028,Jessica Nichols,2015-06-27,2015-06-29,2015-07-15,Meeting with stakeholders vuco [5619],26
Opportunity for Fitzgerald1029,Johnny Green,2015-06-01,2015-06-20,2015-06-15,Meeting with stakeholders owe [3892],46
Opportunity for Soto1030,Harold Campbell,2015-06-01,2015-06-23,2015-07-07,Meeting with stakeholders wil [9365],29
Opportunity for Allison1031,Bruce Kennedy,2015-06-23,2015-06-24,2015-07-06,Meeting with stakeholders ho [2052],105
Opportunity for Logan1032,Kelly Frazier,2015-06-11,2015-06-12,2015-07-15,Demo with execs poba [8164],102
Opportunity for Edwards1033,Julie Chavez,2015-06-15,2015-07-01,2015-07-24,Meeting with stakeholders bo [4325],51
Opportunity for Parker1034,Julie Chavez,2015-05-16,2015-06-22,2015-06-17,Meeting with stakeholders jeruzag [3324],67
Opportunity for Walton1035,Dennis Howard,2015-05-30,2015-06-15,2015-06-10,Meeting with stakeholders pejavtuf [8045],47
Opportunity for Mendez1036,Irene McCoy,2015-06-06,2015-07-06,2015-07-08,Demo with execs sukki [7678],15
Opportunity for Hoffman1037,Bruce Kennedy,2015-06-01,2015-07-06,2015-06-23,Demo with execs peg [7551],103
Opportunity for Banks1038,Irene McCoy,2015-06-14,2015-07-01,2015-07-10,Meeting with stakeholders nun [2308],23
Opportunity for Ortiz1039,Dennis Howard,2015-06-14,2015-06-29,2015-07-14,Demo with execs tahdebki [3866],26
Opportunity for Lopez1040,Dennis Howard,2015-05-24,2015-06-15,2015-06-28,Demo with execs ezruke [6965],49
Opportunity for Houston1041,Doroth Gardner,2015-05-15,2015-06-27,2015-06-02,Demo with execs boninopu [5185],93
Opportunity for McKenzie1042,Johnny Green,2015-05-14,2015-06-04,2015-06-24,Demo with execs adnozco [6034],52
Opportunity for Jackson1400,Bruce Kennedy,2015-05-12,2015-07-03,2015-06-09,Meeting with stakeholders hopus [5048],61
Opportunity for Sutton1401,Kelly Frazier,2015-06-08,2015-06-12,2015-07-25,Meeting with stakeholders ru [8302],83
Opportunity for Gutierrez1402,Eric Sanchez,2015-05-16,2015-06-15,2015-06-19,Demo with execs hu [6797],51
Opportunity for White1403,Eric Sanchez,2015-05-13,2015-06-15,2015-06-13,Demo with execs ti [6574],55
Opportunity for Colon1404,John Williams,2015-06-30,2015-07-01,2015-07-05,Demo with execs zavobzum [7363],39
Opportunity for Dixon1405,Eric Sanchez,2015-05-18,2015-06-03,2015-05-23,Meeting with stakeholders oceajja [2826],61
Opportunity for Cobb1406,Harold Campbell,2015-06-27,2015-06-30,2015-06-30,Demo with execs bo [6718],73
Opportunity for Graves1407,Chris Riley,2015-05-20,2015-06-01,2015-06-03,Meeting with stakeholders no [5565],119
Opportunity for Willis1408,Catherine Brown,2015-06-14,2015-07-06,2015-07-20,Meeting with stakeholders he [8935],47
Opportunity for Padilla1409,Dennis Howard,2015-05-29,2015-06-21,2015-06-22,Meeting with stakeholders seba [3346],28
Opportunity for Maxwell1410,Irene McCoy,2015-06-13,2015-06-22,2015-07-02,Demo with execs wu [9711],120
Opportunity for Perez1411,Bruce Kennedy,2015-07-03,2015-07-06,2015-07-26,Demo with execs bit [8319],78
Opportunity for Lawson1412,Doroth Gardner,2015-06-02,2015-06-18,2015-07-09,Meeting with stakeholders bus [8603],25
Opportunity for King1413,Laura Palmer,2015-06-16,2015-06-22,2015-07-12,Demo with execs pojwuj [8613],22
Opportunity for Hart1414,Bruce Kennedy,2015-07-06,2015-07-07,2015-07-18,Demo with execs encagire [3664],51
Opportunity for Ballard1415,Jessica Nichols,2015-06-30,2015-07-01,2015-08-19,Meeting with stakeholders kiddumo [4803],111
Opportunity for Hart1416,Johnny Green,2015-06-02,2015-06-17,2015-07-08,Meeting with stakeholders ci [9600],19
Opportunity for Martin1417,Dennis Howard,2015-05-30,2015-06-11,2015-06-13,Demo with execs tik [4394],102
Opportunity for Leonard1418,Jessica Nichols,2015-06-30,2015-06-30,2015-08-06,Demo with execs ferekma [4624],70
Opportunity for Greer1419,Julie Chavez,2015-06-15,2015-07-06,2015-07-26,Demo with execs ce [6217],30
Opportunity for Schmidt1420,Jessica Nichols,2015-06-02,2015-07-01,2015-07-04,Demo with execs maj [2769],59
Opportunity for Dawson1421,Julie Chavez,2015-06-22,2015-06-23,2015-07-27,Demo with execs tegbi [1363],95
Opportunity for Blake1422,Dennis Howard,2015-05-22,2015-06-13,2015-05-27,Meeting with stakeholders av [6744],51
Opportunity for Fields1423,Bruce Kennedy,2015-06-09,2015-06-21,2015-07-22,Demo with execs fob [1266],36
Opportunity for Todd1777,Bruce Kennedy,2015-07-01,2015-07-05,2015-08-04,Demo with execs siefib [7701],22
Opportunity for Daniel1778,Evelyn Williamson,2015-05-22,2015-05-26,2015-06-06,Demo with execs negu [2005],39
Opportunity for Hines1779,Laura Palmer,2015-06-14,2015-07-05,2015-07-20,Meeting with stakeholders ev [1777],33
Opportunity for Hughes1780,Bruce Kennedy,2015-05-19,2015-06-10,2015-05-25,Demo with execs jopi [1374],117
Opportunity for Curry1781,Julie Chavez,2015-06-13,2015-07-06,2015-06-30,Demo with execs wato [9631],99
Opportunity for Cole1782,Nicolas Weaver,2015-05-24,2015-06-21,2015-05-29,Demo with execs vimhufil [9438],39
Opportunity for Pope1783,Johnny Green,2015-05-13,2015-07-06,2015-05-18,Demo with execs mubekcu [3439],120
Opportunity for Morrison1784,Laura Palmer,2015-06-28,2015-07-01,2015-08-16,Demo with execs vusne [6781],70
Opportunity for Hawkins1785,Eric Sanchez,2015-07-03,2015-07-04,2015-07-08,Meeting with stakeholders gudimaz [8903],117
Opportunity for Dixon1786,Kelly Frazier,2015-05-14,2015-06-24,2015-05-28,Demo with execs wawjatin [6993],86
Opportunity for Bridges1787,Harold Campbell,2015-06-11,2015-06-18,2015-06-28,Meeting with stakeholders was [8012],110
Opportunity for Lewis1788,Dennis Howard,2015-07-06,2015-07-07,2015-07-19,Demo with execs em [9018],68
Opportunity for Garner1789,Eric Sanchez,2015-06-25,2015-07-06,2015-07-04,Meeting with stakeholders ciinbec [2002],21
Opportunity for Hanson1790,John Williams,2015-05-27,2015-06-12,2015-07-08,Demo with execs ikadughin [6808],60
Opportunity for Paul1791,Laura Garza,2015-07-05,2015-07-07,2015-07-21,Demo with execs vij [2295],108
Opportunity for Andrews1792,Eric Gutierrez,2015-06-11,2015-07-03,2015-06-23,Demo with execs ratsiv [7111],106
Opportunity for Guzman1793,Irene Kelley,2015-05-29,2015-06-29,2015-07-15,Meeting with stakeholders mo [6568],90
Opportunity for Watson1794,Laura Garza,2015-05-12,2015-06-04,2015-06-11,Demo with execs be [2199],105
Opportunity for Kelley1795,Doroth Gardner,2015-06-20,2015-06-24,2015-07-14,Demo with execs zevtac [1077],51
Opportunity for Bryan1796,Laura Palmer,2015-06-21,2015-06-25,2015-08-03,Demo with execs cah [5872],58
Opportunity for Massey1797,Harold Campbell,2015-05-27,2015-07-06,2015-06-28,Demo with execs jili [9270],108
Opportunity for Clayton1798,John Williams,2015-06-04,2015-06-29,2015-07-05,Meeting with stakeholders fiic [6466],78
Opportunity for Nelson1799,Bruce Kennedy,2015-05-15,2015-07-02,2015-06-01,Demo with execs uno [9508],39
Opportunity for Pena1800,Jessica Nichols,2015-05-29,2015-06-08,2015-07-18,Demo with execs molvib [1691],34
Opportunity for Roy1801,Nicolas Weaver,2015-06-21,2015-06-25,2015-07-03,Meeting with stakeholders ceuvcop [5810],92
Opportunity for Pittman658,Doroth Gardner,2015-06-26,2015-06-26,2015-07-03,Demo with execs rescibi [1974],80
Opportunity for Erickson659,Laura Palmer,2015-05-12,2015-06-13,2015-06-26,Meeting with stakeholders paibji [4298],67
Opportunity for Montgomery660,Chris Riley,2015-07-03,2015-07-04,2015-08-18,Meeting with stakeholders dah [1758],84
Opportunity for Lowe661,Eric Sanchez,2015-06-03,2015-06-09,2015-06-05,Meeting with stakeholders jihimsu [8376],105
Opportunity for Cunningham662,Evelyn Williamson,2015-07-06,2015-07-07,2015-07-08,Meeting with stakeholders rifiro [7151],91
Opportunity for Meyer663,Harold Campbell,2015-05-24,2015-05-24,2015-06-09,Demo with execs nin [5463],60
Opportunity for Bowen664,John Williams,2015-06-07,2015-06-09,2015-07-14,Demo with execs nujha [8957],33
Opportunity for Perkins665,Julie Chavez,2015-05-19,2015-05-31,2015-06-22,Demo with execs mo [9570],95
Opportunity for Waters666,Bruce Kennedy,2015-05-23,2015-06-26,2015-07-09,Meeting with stakeholders hullu [5589],77
Opportunity for Watson667,Irene Kelley,2015-06-26,2015-06-28,2015-07-14,Demo with execs fup [6187],44
Opportunity for Luna668,Laura Palmer,2015-05-11,2015-05-18,2015-05-19,Demo with execs fer [2288],82
Opportunity for Simpson669,Dennis Howard,2015-06-29,2015-07-05,2015-08-09,Meeting with stakeholders papfu [7790],105
Opportunity for Stevenson670,Johnny Green,2015-06-30,2015-07-06,2015-08-15,Demo with execs lazutpu [6337],112
Opportunity for Ramirez671,Laura Palmer,2015-06-20,2015-06-28,2015-06-23,Demo with execs gud [5645],42
Opportunity for Brown672,Dennis Howard,2015-05-17,2015-06-30,2015-06-09,Meeting with stakeholders rotmiug [7114],47
Opportunity for Kim673,Kelly Frazier,2015-05-14,2015-05-22,2015-06-24,Meeting with stakeholders velocaize [1979],73
Opportunity for Foster674,Catherine Brown,2015-06-08,2015-07-01,2015-07-26,Meeting with stakeholders lar [7024],91
Opportunity for Barton675,Jessica Nichols,2015-07-01,2015-07-02,2015-08-01,Demo with execs olofah [6242],75
Opportunity for Yates676,Jessica Nichols,2015-07-04,2015-07-07,2015-07-09,Meeting with stakeholders azo [5054],96
Opportunity for Meyer677,Julie Chavez,2015-06-13,2015-07-03,2015-06-18,Meeting with stakeholders um [2424],53
Opportunity for Little678,John Williams,2015-05-17,2015-06-03,2015-05-27,Meeting with stakeholders sifif [9065],26
Opportunity for Hughes679,Laura Garza,2015-05-30,2015-06-08,2015-07-02,Meeting with stakeholders uvjentib [1327],30
Opportunity for Atkins680,Eric Gutierrez,2015-07-05,2015-07-05,2015-08-01,Meeting with stakeholders pu [6660],67
Opportunity for Duncan681,Chris Riley,2015-07-07,2015-07-07,2015-07-29,Demo with execs puvudzet [2612],115
Opportunity for Harrington682,Laura Garza,2015-05-21,2015-05-27,2015-06-10,Demo with execs jo [1159],93
Opportunity for Mack1043,Laura Garza,2015-07-04,2015-07-07,2015-08-11,Demo with execs boroze [3492],97
Opportunity for Gill1044,John Williams,2015-06-06,2015-06-09,2015-07-18,Meeting with stakeholders uke [6044],76
Opportunity for Manning1045,Bruce Kennedy,2015-05-26,2015-07-03,2015-06-09,Meeting with stakeholders zucte [6596],69
Opportunity for Robertson1046,Irene McCoy,2015-05-28,2015-06-26,2015-06-08,Meeting with stakeholders liuda [8447],43
Opportunity for Colon1047,Julie Chavez,2015-06-13,2015-07-07,2015-06-23,Demo with execs akosub [8731],60
Opportunity for Goodman1048,Eric Gutierrez,2015-05-09,2015-06-29,2015-06-08,Meeting with stakeholders hocjaza [9832],75
Opportunity for Edwards1049,Kelly Frazier,2015-05-10,2015-06-28,2015-06-23,Meeting with stakeholders ogukarwot [8170],76
Opportunity for Warren1050,Nicolas Weaver,2015-07-07,2015-07-07,2015-08-12,Meeting with stakeholders beevooji [8447],27
Opportunity for Rodgers1051,Evelyn Williamson,2015-05-18,2015-06-05,2015-06-11,Meeting with stakeholders wikohgu [2153],109
Opportunity for Adkins1052,Evelyn Williamson,2015-06-17,2015-07-01,2015-06-30,Meeting with stakeholders meju [1555],86
Opportunity for Beck1053,Harold Campbell,2015-05-13,2015-06-26,2015-05-27,Meeting with stakeholders epno [6686],51
Opportunity for McKenzie1054,Laura Garza,2015-06-04,2015-06-17,2015-07-19,Demo with execs weti [1465],102
Opportunity for Webb1055,Catherine Brown,2015-05-26,2015-06-18,2015-06-08,Meeting with stakeholders raw [7824],63
Opportunity for Gregory1056,Irene Kelley,2015-07-02,2015-07-07,2015-07-20,Demo with execs mugtu [8752],19
Opportunity for Collins1057,Eric Sanchez,2015-06-26,2015-07-05,2015-07-30,Demo with execs avahe [1228],62
Opportunity for Fleming1058,Catherine Brown,2015-05-16,2015-06-12,2015-06-10,Meeting with stakeholders kofut [1855],27
Opportunity for Anderson1059,Jessica Nichols,2015-06-18,2015-06-28,2015-07-03,Demo with execs bocvof [2589],93
Opportunity for Ray1060,Dennis Howard,2015-05-25,2015-06-02,2015-07-09,Demo with execs vihvacob [8821],90
Opportunity for Hart1061,Laura Palmer,2015-06-21,2015-06-22,2015-07-31,Meeting with stakeholders vurgapma [8339],54
Opportunity for Perkins1062,Johnny Green,2015-06-07,2015-07-02,2015-07-15,Demo with execs voz [5290],42
Opportunity for Francis1063,Laura Garza,2015-05-21,2015-07-07,2015-06-01,Demo with execs ed [2623],98
Opportunity for Tucker1064,Johnny Green,2015-06-06,2015-06-23,2015-06-30,Meeting with stakeholders naloawa [2452],88
Opportunity for Crawford1065,Doroth Gardner,2015-06-18,2015-06-24,2015-08-07,Demo with execs koufoez [8926],99
Opportunity for Vega1066,Catherine Brown,2015-05-25,2015-05-27,2015-07-05,Demo with execs jize [3681],82
Opportunity for Owens1067,Nicolas Weaver,2015-05-21,2015-07-01,2015-06-20,Demo with execs zih [3324],38
Opportunity for Owen1424,Nicolas Weaver,2015-06-01,2015-06-16,2015-07-16,Meeting with stakeholders leter [1711],64
Opportunity for Lawson1425,Catherine Brown,2015-07-07,2015-07-07,2015-07-11,Demo with execs ohojuvwu [7835],92
Opportunity for Love1426,Chris Riley,2015-06-05,2015-06-10,2015-07-19,Meeting with stakeholders naovueso [2143],51
Opportunity for Flowers1427,Catherine Brown,2015-07-03,2015-07-04,2015-07-04,Meeting with stakeholders hol [6961],48
Opportunity for Alvarado1428,Dennis Howard,2015-05-22,2015-06-19,2015-06-13,Meeting with stakeholders daelozif [2328],57
Opportunity for Christensen1429,Eric Gutierrez,2015-06-25,2015-07-06,2015-07-14,Meeting with stakeholders mab [6173],55
Opportunity for Hoffman1430,Eric Gutierrez,2015-06-11,2015-06-21,2015-06-18,Demo with execs ufo [4101],85
Opportunity for Keller1431,Irene Kelley,2015-07-06,2015-07-06,2015-07-12,Meeting with stakeholders ubesigzoj [9446],86
Opportunity for Allison1432,Irene Kelley,2015-06-25,2015-06-28,2015-07-04,Meeting with stakeholders facuhale [8211],115
Opportunity for Jordan1433,Doroth Gardner,2015-06-29,2015-07-02,2015-08-03,Meeting with stakeholders kaguri [6200],53
Opportunity for Vega1434,Irene Kelley,2015-05-10,2015-06-10,2015-06-07,Meeting with stakeholders vag [3639],110
Opportunity for Munoz1435,Laura Palmer,2015-06-23,2015-06-26,2015-07-18,Demo with execs sefohge [3264],18
Opportunity for Warner1436,Nicolas Weaver,2015-06-28,2015-07-06,2015-08-01,Meeting with stakeholders icin [7136],78
Opportunity for Hodges1437,Dennis Howard,2015-06-16,2015-07-04,2015-07-31,Meeting with stakeholders heb [8232],57
Opportunity for Dixon1438,Nicolas Weaver,2015-07-03,2015-07-04,2015-07-26,Demo with execs nelol [4281],19
Opportunity for Chandler1439,Chris Riley,2015-06-09,2015-06-11,2015-06-26,Meeting with stakeholders havsaba [2134],51
Opportunity for Lloyd1440,Nicolas Weaver,2015-06-14,2015-07-06,2015-07-28,Demo with execs ucifasof [8331],87
Opportunity for McGuire1441,Irene McCoy,2015-06-13,2015-06-18,2015-07-23,Demo with execs wuwji [2625],115
Opportunity for Conner1442,John Williams,2015-06-23,2015-07-04,2015-07-16,Demo with execs zopseniw [4663],114
Opportunity for Robbins1443,Nicolas Weaver,2015-06-22,2015-06-24,2015-08-03,Meeting with stakeholders papfufhab [7415],98
Opportunity for Abbott1444,Kelly Frazier,2015-05-26,2015-06-06,2015-05-31,Demo with execs weg [5923],54
Opportunity for Owen1445,Laura Palmer,2015-06-05,2015-06-18,2015-06-11,Meeting with stakeholders fof [5587],63
Opportunity for Joseph1446,John Williams,2015-05-24,2015-06-11,2015-06-02,Meeting with stakeholders lunpa [3031],91
Opportunity for Berry1447,Bruce Kennedy,2015-05-08,2015-06-03,2015-05-14,Meeting with stakeholders ga [5405],96
Opportunity for Hill1448,Bruce Kennedy,2015-05-10,2015-05-17,2015-06-17,Demo with execs gudpiti [5300],53
Opportunity for Potter1802,Jessica Nichols,2015-06-29,2015-07-04,2015-07-23,Meeting with stakeholders osapipi [3554],27
Opportunity for Williams1803,Irene Kelley,2015-06-22,2015-06-25,2015-07-11,Meeting with stakeholders zenumaw [4469],92
Opportunity for Neal1804,Bruce Kennedy,2015-05-08,2015-06-13,2015-05-10,Demo with execs uza [8453],112
Opportunity for Gibson1805,Johnny Green,2015-07-06,2015-07-07,2015-08-06,Meeting with stakeholders gos [7611],24
Opportunity for Marsh1806,Bruce Kennedy,2015-07-02,2015-07-05,2015-07-09,Meeting with stakeholders les [5494],107
Opportunity for Dunn1807,Nicolas Weaver,2015-06-25,2015-07-02,2015-08-01,Meeting with stakeholders bebohtu [9924],120
Opportunity for Carlson1808,Eric Gutierrez,2015-06-29,2015-06-29,2015-06-30,Demo with execs ga [1801],29
Opportunity for Fleming1809,Chris Riley,2015-07-07,2015-07-07,2015-08-14,Meeting with stakeholders metaew [6539],47
Opportunity for Matthews1810,Evelyn Williamson,2015-05-25,2015-06-09,2015-07-08,Demo with execs heji [6441],80
Opportunity for Daniel1811,Irene McCoy,2015-06-09,2015-07-01,2015-06-12,Meeting with stakeholders fogukho [8565],38
Opportunity for Lloyd1812,Harold Campbell,2015-06-07,2015-07-06,2015-07-21,Demo with execs gopdan [8080],105
