Account.Name,Amount,CloseDate,LeadSource,Name,Owner.Name,StageName,Type,CreatedDate,ForecastCategory,Opportunity_Source__c
Schneider736 Inc,2221650,2015-04-13,Employee Referral,Opportunity for Barrett645,Irene Kelley,Closed Lost,New Business / Add-on,2014-09-04,Omitted,Marketing
Rivera969 Inc,1158700,2015-07-27,Trade Show,Opportunity for Bowen646,Bruce Kennedy,Needs Analysis,New Business,2014-12-26,Pipeline,AE
Hawkins276 Inc,2629750,2013-09-15,Word of mouth,Opportunity for Saunders647,Bruce Kennedy,Closed Lost,New Business,2013-03-30,Omitted,BDR
Bowman940 Inc,772860,2013-01-11,Public Relations,Opportunity for West648,John Williams,Closed Won,New Business,2012-09-21,Closed,Alliances
Flores582 Inc,121500,2014-05-07,Web,Opportunity for Mathis649,Evelyn Williamson,Closed Won,New Business / Add-on,2013-11-08,Closed,BDR
Armstrong378 Inc,209640,2015-06-03,Trade Show,Opportunity for Ruiz650,Eric Gutierrez,Closed Won,New Business / Add-on,2015-02-20,Closed,Marketing
Gibbs52 Inc,894860,2012-09-03,Word of mouth,Opportunity for Schneider651,Bruce Kennedy,Closed Won,New Business,2012-04-09,Closed,AE
Sharp764 Inc,965425,2014-08-26,Public Relations,Opportunity for Blair652,Laura Garza,Closed Won,New Business / Add-on,2014-03-15,Closed,AE
Cross532 Inc,1246000,2012-07-08,Partner,Opportunity for Osborne653,Doroth Gardner,Closed Won,New Business / Add-on,2012-06-15,Closed,Marketing
Banks163 Inc,179640,2013-01-30,Partner,Opportunity for Spencer654,Bruce Kennedy,Closed Won,New Business,2012-07-23,Closed,BDR
Goodman883 Inc,809000,2014-09-17,Word of mouth,Opportunity for Norman655,Irene McCoy,Closed Won,New Business / Add-on,2014-02-15,Closed,BDR
Parsons980 Inc,281137,2012-08-02,Partner,Opportunity for Bryan656,Doroth Gardner,Closed Lost,New Business / Add-on,2012-04-18,Omitted,Marketing
Simmons211 Inc,1314400,2015-07-10,Trade Show,Opportunity for Bridges657,Laura Garza,Qualification,New Business,2015-02-27,Pipeline,BDR
Moran104 Inc,134360,2012-10-27,Word of mouth,Opportunity for Tate1018,Eric Sanchez,Closed Won,New Business / Add-on,2012-04-07,Closed,AE
Walsh54 Inc,188199,2014-10-25,Trade Show,Opportunity for Tucker1019,Julie Chavez,Closed Won,New Business,2014-09-24,Closed,AE
Cummings220 Inc,117400,2012-12-27,Employee Referral,Opportunity for Patton1020,Dennis Howard,Closed Won,New Business / Add-on,2012-12-01,Closed,AE
Bridges776 Inc,270870,2013-07-02,Employee Referral,Opportunity for Vasquez1021,Julie Chavez,Closed Won,Existing Business,2013-05-04,Closed,Alliances
Greene248 Inc,296805,2015-06-12,Partner,Opportunity for Willis1022,Nicolas Weaver,Closed Won,Existing Business,2015-04-03,Closed,AE
Ramirez757 Inc,1959880,2012-12-26,Trade Show,Opportunity for Lambert1023,Doroth Gardner,Closed Won,New Business,2012-11-03,Closed,Alliances
Medina110 Inc,620750,2014-11-25,Partner,Opportunity for Thomas1024,Kelly Frazier,Closed Won,New Business,2014-06-10,Closed,AE
Allen481 Inc,3130520,2014-06-09,Word of mouth,Opportunity for Fisher1025,Julie Chavez,Closed Lost,New Business / Add-on,2014-04-01,Omitted,BDR
Underwood142 Inc,2288250,2015-02-21,Partner,Opportunity for Santiago1026,Harold Campbell,Closed Won,New Business / Add-on,2014-10-01,Closed,Marketing
Bradley791 Inc,330240,2012-06-25,Employee Referral,Opportunity for Evans1027,Doroth Gardner,Closed Won,New Business,2012-01-29,Closed,Marketing
Warren653 Inc,1001160,2012-07-05,Public Relations,Opportunity for Mitchell1028,Eric Sanchez,Closed Won,New Business,2012-02-24,Closed,AE
Hill463 Inc,711400,2014-03-15,Seminar - Internal,Opportunity for Fitzgerald1029,Catherine Brown,Closed Lost,New Business,2013-12-23,Omitted,AE
Keller563 Inc,272680,2013-11-07,Trade Show,Opportunity for Soto1030,Nicolas Weaver,Closed Won,New Business,2013-08-11,Closed,BDR
Patterson932 Inc,2241400,2014-09-28,Seminar - Internal,Opportunity for Allison1031,Bruce Kennedy,Closed Won,New Business,2014-03-09,Closed,Marketing
Webster87 Inc,207200,2013-08-10,Web,Opportunity for Logan1032,John Williams,Closed Won,New Business / Add-on,2012-12-24,Closed,AE
Fletcher429 Inc,96030,2013-08-01,Advertisement,Opportunity for Edwards1033,Kelly Frazier,Closed Won,New Business / Add-on,2013-05-01,Closed,AE
Weaver350 Inc,1575800,2014-01-21,Partner,Opportunity for Parker1034,Catherine Brown,Closed Lost,New Business,2013-06-27,Omitted,Marketing
Bailey19 Inc,2550000,2014-09-14,Employee Referral,Opportunity for Walton1035,Laura Palmer,Closed Won,New Business,2014-05-16,Closed,Marketing
Hicks332 Inc,459280,2014-12-23,Trade Show,Opportunity for Mendez1036,Julie Chavez,Closed Won,New Business / Add-on,2014-08-14,Closed,Marketing
Maldonado464 Inc,3336430,2013-05-31,Partner,Opportunity for Hoffman1037,Laura Garza,Closed Won,New Business,2012-10-07,Closed,AE
Stone207 Inc,63320,2014-07-10,Employee Referral,Opportunity for Banks1038,Eric Gutierrez,Closed Lost,Existing Business,2014-02-02,Omitted,Alliances
Paul453 Inc,128265,2015-03-08,Word of mouth,Opportunity for Ortiz1039,Julie Chavez,Closed Won,New Business,2014-11-04,Closed,BDR
Conner513 Inc,79550,2014-07-16,Word of mouth,Opportunity for Lopez1040,Harold Campbell,Closed Won,Existing Business,2014-05-25,Closed,Marketing
Rodriguez608 Inc,3513380,2015-04-05,Partner,Opportunity for Houston1041,Bruce Kennedy,Closed Won,New Business,2014-11-10,Closed,BDR
Chandler98 Inc,42200,2013-02-21,Word of mouth,Opportunity for McKenzie1042,Eric Gutierrez,Closed Lost,New Business / Add-on,2012-08-02,Omitted,Alliances
Wood74 Inc,3555960,2014-12-06,Web,Opportunity for Jackson1400,Johnny Green,Closed Won,New Business,2014-10-19,Closed,AE
Malone315 Inc,602500,2012-01-29,Word of mouth,Opportunity for Sutton1401,Harold Campbell,Closed Won,New Business / Add-on,2011-12-26,Closed,Alliances
Greene248 Inc,96977,2015-03-29,Trade Show,Opportunity for Gutierrez1402,John Williams,Closed Won,New Business / Add-on,2014-10-03,Closed,Marketing
West49 Inc,972500,2014-04-15,Partner,Opportunity for White1403,Doroth Gardner,Closed Lost,New Business / Add-on,2014-02-17,Omitted,AE
Ryan684 Inc,213640,2013-12-30,Public Relations,Opportunity for Colon1404,Irene McCoy,Closed Won,New Business / Add-on,2013-12-15,Closed,Alliances
Henderson891 Inc,644000,2015-09-23,Advertisement,Opportunity for Dixon1405,Nicolas Weaver,Qualification,New Business,2015-03-25,Pipeline,Marketing
Horton569 Inc,802000,2015-09-20,Web,Opportunity for Cobb1406,Dennis Howard,Qualification,New Business,2015-03-31,Pipeline,BDR
Dixon915 Inc,1423890,2014-09-20,Seminar - Internal,Opportunity for Graves1407,Irene McCoy,Closed Lost,New Business,2014-09-05,Omitted,AE
Joseph775 Inc,1268400,2013-06-30,Employee Referral,Opportunity for Willis1408,Doroth Gardner,Closed Won,New Business,2013-06-19,Closed,Marketing
Salazar257 Inc,634400,2014-04-19,Public Relations,Opportunity for Padilla1409,Irene Kelley,Closed Won,New Business,2013-09-05,Closed,BDR
Ferguson911 Inc,2183750,2015-03-21,Employee Referral,Opportunity for Maxwell1410,Kelly Frazier,Closed Lost,New Business,2015-03-03,Omitted,BDR
Butler249 Inc,1043830,2014-09-25,Employee Referral,Opportunity for Perez1411,Laura Palmer,Closed Won,New Business,2014-03-25,Closed,Marketing
Walsh51 Inc,152550,2014-10-08,Trade Show,Opportunity for Lawson1412,Eric Gutierrez,Closed Won,New Business,2014-07-22,Closed,Alliances
Vasquez351 Inc,733200,2013-05-05,Seminar - Internal,Opportunity for King1413,Chris Riley,Closed Won,New Business,2013-02-16,Closed,BDR
Hanson683 Inc,11160,2014-04-06,Partner,Opportunity for Hart1414,Kelly Frazier,Closed Won,New Business / Add-on,2013-11-19,Closed,Marketing
Austin22 Inc,444896,2012-02-20,Partner,Opportunity for Ballard1415,Dennis Howard,Closed Won,New Business / Add-on,2011-10-26,Closed,BDR
Cain574 Inc,3960970,2014-12-07,Advertisement,Opportunity for Hart1416,Bruce Kennedy,Closed Won,New Business / Add-on,2014-11-12,Closed,AE
Doyle498 Inc,3712300,2015-02-21,Advertisement,Opportunity for Martin1417,Chris Riley,Closed Won,New Business,2014-10-18,Closed,BDR
Hernandez713 Inc,1724800,2013-06-28,Web,Opportunity for Leonard1418,Eric Sanchez,Closed Lost,New Business,2012-12-06,Omitted,AE
Marsh836 Inc,267027,2012-05-26,Word of mouth,Opportunity for Greer1419,Julie Chavez,Closed Won,New Business / Add-on,2011-12-28,Closed,AE
Morris430 Inc,129890,2013-04-02,Partner,Opportunity for Schmidt1420,Harold Campbell,Closed Won,New Business / Add-on,2013-03-11,Closed,AE
Roberts979 Inc,18900,2014-08-09,Word of mouth,Opportunity for Dawson1421,Nicolas Weaver,Closed Won,New Business / Add-on,2014-07-23,Closed,BDR
Watts685 Inc,48240,2013-07-09,Trade Show,Opportunity for Blake1422,Laura Garza,Closed Lost,Existing Business,2013-02-01,Omitted,Marketing
Aguilar677 Inc,486735,2014-02-13,Advertisement,Opportunity for Fields1423,Doroth Gardner,Closed Won,New Business,2013-11-27,Closed,AE
McKenzie887 Inc,481100,2013-02-10,Partner,Opportunity for Todd1777,Kelly Frazier,Closed Won,New Business,2012-09-15,Closed,Alliances
Perez179 Inc,883500,2012-09-22,Trade Show,Opportunity for Daniel1778,John Williams,Closed Won,New Business / Add-on,2012-02-16,Closed,AE
Gardner499 Inc,1241900,2015-01-08,Web,Opportunity for Hines1779,Eric Gutierrez,Closed Won,Existing Business,2014-12-10,Closed,Marketing
Austin22 Inc,4244280,2012-07-29,Web,Opportunity for Hughes1780,Johnny Green,Closed Won,Existing Business,2012-07-11,Closed,AE
Figueroa166 Inc,449789,2013-10-01,Word of mouth,Opportunity for Curry1781,Chris Riley,Closed Lost,New Business / Add-on,2013-06-19,Omitted,BDR
Vega214 Inc,2639000,2012-07-10,Public Relations,Opportunity for Cole1782,Laura Garza,Closed Lost,New Business,2012-02-29,Omitted,AE
Mills359 Inc,415977,2013-11-06,Partner,Opportunity for Pope1783,Laura Palmer,Closed Won,New Business / Add-on,2013-08-07,Closed,Marketing
Reed186 Inc,343000,2015-06-06,Web,Opportunity for Morrison1784,Laura Palmer,Closed Won,New Business / Add-on,2015-05-08,Closed,BDR
Arnold348 Inc,928510,2012-08-01,Web,Opportunity for Hawkins1785,Nicolas Weaver,Closed Won,New Business / Add-on,2012-04-21,Closed,BDR
Nguyen793 Inc,1088720,2013-04-28,Partner,Opportunity for Dixon1786,Catherine Brown,Closed Won,Existing Business,2013-02-22,Closed,Alliances
Hunter88 Inc,570630,2013-12-15,Partner,Opportunity for Bridges1787,Evelyn Williamson,Closed Won,New Business,2013-11-18,Closed,BDR
Henry85 Inc,3081050,2012-04-15,Word of mouth,Opportunity for Lewis1788,Irene McCoy,Closed Won,New Business,2011-10-05,Closed,BDR
Wise175 Inc,398200,2012-09-22,Partner,Opportunity for Garner1789,Catherine Brown,Closed Won,New Business,2012-06-09,Closed,Marketing
Cummings974 Inc,284200,2013-06-05,Partner,Opportunity for Hanson1790,Johnny Green,Closed Won,New Business,2012-11-18,Closed,AE
Brown495 Inc,424600,2015-05-11,Advertisement,Opportunity for Paul1791,Irene McCoy,Closed Won,New Business,2015-02-20,Closed,Marketing
Conner538 Inc,1488450,2015-10-23,Public Relations,Opportunity for Andrews1792,Julie Chavez,Needs Analysis,New Business / Add-on,2015-05-14,Pipeline,Alliances
Burton810 Inc,136800,2015-10-26,Web,Opportunity for Guzman1793,Doroth Gardner,Qualification,New Business / Add-on,2015-07-02,Pipeline,AE
Pittman435 Inc,991350,2015-10-12,Public Relations,Opportunity for Watson1794,Bruce Kennedy,Qualification,New Business / Add-on,2015-05-28,Pipeline,AE
Holland842 Inc,1246300,2014-03-16,Partner,Opportunity for Kelley1795,Bruce Kennedy,Closed Won,New Business,2013-12-17,Closed,BDR
Young486 Inc,2511360,2012-10-10,Employee Referral,Opportunity for Bryan1796,Harold Campbell,Closed Won,New Business,2012-07-28,Closed,Alliances
Griffith580 Inc,1683185,2015-03-29,Word of mouth,Opportunity for Massey1797,Harold Campbell,Closed Won,New Business / Add-on,2014-08-21,Closed,Marketing
Stokes935 Inc,3112200,2013-10-26,Employee Referral,Opportunity for Clayton1798,Irene Kelley,Closed Lost,New Business,2013-08-14,Omitted,BDR
Hines651 Inc,875880,2015-01-01,Web,Opportunity for Nelson1799,Julie Chavez,Closed Won,Existing Business,2014-09-17,Closed,Marketing
Carroll694 Inc,54090,2014-07-26,Employee Referral,Opportunity for Pena1800,Irene Kelley,Closed Won,New Business,2014-07-11,Closed,AE
Cobb469 Inc,2822400,2013-04-03,Word of mouth,Opportunity for Roy1801,Laura Garza,Closed Won,New Business / Add-on,2013-01-31,Closed,Alliances
Bryant250 Inc,252545,2014-09-08,Employee Referral,Opportunity for Pittman658,Evelyn Williamson,Closed Won,Existing Business,2014-08-14,Closed,AE
West49 Inc,1784100,2014-11-24,Seminar - Internal,Opportunity for Erickson659,Nicolas Weaver,Closed Won,New Business,2014-09-25,Closed,Alliances
Webster349 Inc,1811290,2012-03-24,Seminar - Internal,Opportunity for Montgomery660,Chris Riley,Closed Won,New Business,2011-09-22,Closed,BDR
Byrd23 Inc,88950,2014-07-30,Employee Referral,Opportunity for Lowe661,Nicolas Weaver,Closed Won,Existing Business,2014-05-27,Closed,Alliances
Wright507 Inc,25450,2015-12-02,Trade Show,Opportunity for Cunningham662,Johnny Green,Proposal/Price Quote,New Business,2015-04-29,BestCase,AE
McKenzie143 Inc,17600,2013-03-16,Word of mouth,Opportunity for Meyer663,Eric Gutierrez,Closed Won,New Business,2012-08-24,Closed,AE
Hall758 Inc,238970,2013-05-09,Employee Referral,Opportunity for Bowen664,Evelyn Williamson,Closed Lost,New Business,2013-04-03,Omitted,Marketing
Freeman571 Inc,736250,2014-08-04,Web,Opportunity for Perkins665,Chris Riley,Closed Won,Existing Business,2014-05-14,Closed,AE
McGuire984 Inc,1420080,2012-12-16,Public Relations,Opportunity for Waters666,Irene McCoy,Closed Won,New Business / Add-on,2012-09-18,Closed,BDR
Lindsey24 Inc,444500,2014-05-01,Partner,Opportunity for Watson667,Nicolas Weaver,Closed Won,New Business / Add-on,2014-04-09,Closed,Alliances
Quinn144 Inc,3251640,2015-02-28,Employee Referral,Opportunity for Luna668,Irene Kelley,Closed Won,New Business / Add-on,2014-09-23,Closed,BDR
Hart717 Inc,757500,2013-03-16,Partner,Opportunity for Simpson669,Kelly Frazier,Closed Lost,Existing Business,2012-08-12,Omitted,Alliances
Webster118 Inc,2728890,2016-01-15,Employee Referral,Opportunity for Stevenson670,Catherine Brown,Value Proposition,New Business,2015-06-20,Pipeline,AE
Wood74 Inc,430330,2015-05-29,Web,Opportunity for Ramirez671,Irene McCoy,Closed Lost,Existing Business,2014-12-26,Omitted,Marketing
Clayton557 Inc,2684465,2015-01-19,Employee Referral,Opportunity for Brown672,Eric Sanchez,Closed Won,Existing Business,2014-08-13,Closed,Alliances
Cortez324 Inc,124872,2013-10-03,Web,Opportunity for Kim673,Dennis Howard,Closed Won,New Business,2013-08-06,Closed,Marketing
Figueroa465 Inc,2227675,2012-12-05,Word of mouth,Opportunity for Foster674,Kelly Frazier,Closed Won,New Business,2012-04-18,Closed,Marketing
Webster87 Inc,105210,2014-10-25,Web,Opportunity for Barton675,Johnny Green,Closed Won,New Business / Add-on,2014-05-29,Closed,Marketing
Olson171 Inc,1320950,2014-03-14,Seminar - Internal,Opportunity for Yates676,Johnny Green,Closed Won,New Business,2014-02-27,Closed,Marketing
Stone167 Inc,2975840,2012-08-27,Advertisement,Opportunity for Meyer677,Dennis Howard,Closed Won,Existing Business,2012-07-31,Closed,AE
Sims952 Inc,5372500,2013-02-05,Advertisement,Opportunity for Little678,Bruce Kennedy,Closed Won,New Business / Add-on,2012-12-26,Closed,AE
Rivera385 Inc,3810760,2012-08-26,Advertisement,Opportunity for Hughes679,Johnny Green,Closed Won,New Business / Add-on,2012-02-29,Closed,Alliances
Moss489 Inc,857720,2013-02-11,Trade Show,Opportunity for Atkins680,Laura Garza,Closed Lost,New Business,2012-11-14,Omitted,Alliances
Greer831 Inc,63600,2014-07-25,Word of mouth,Opportunity for Duncan681,Nicolas Weaver,Closed Won,New Business,2014-06-19,Closed,BDR
Ingram783 Inc,1266880,2013-03-04,Employee Referral,Opportunity for Harrington682,Doroth Gardner,Closed Won,New Business / Add-on,2012-12-11,Closed,Marketing
Beck370 Inc,384700,2014-04-10,Advertisement,Opportunity for Mack1043,Evelyn Williamson,Closed Won,New Business,2014-01-05,Closed,BDR
Morales809 Inc,2367780,2013-10-28,Seminar - Internal,Opportunity for Gill1044,John Williams,Closed Won,New Business / Add-on,2013-09-29,Closed,AE
Robinson912 Inc,16843,2014-06-23,Trade Show,Opportunity for Manning1045,Chris Riley,Closed Won,New Business / Add-on,2013-11-03,Closed,Marketing
Ingram914 Inc,437500,2012-05-13,Employee Referral,Opportunity for Robertson1046,Eric Sanchez,Closed Won,New Business / Add-on,2011-11-15,Closed,Marketing
Ross388 Inc,680,2015-07-15,Web,Opportunity for Colon1047,Chris Riley,Value Proposition,New Business / Add-on,2015-04-06,Pipeline,Alliances
Sims952 Inc,430400,2012-06-26,Public Relations,Opportunity for Goodman1048,Eric Sanchez,Closed Lost,New Business,2011-12-13,Omitted,Alliances
Bishop597 Inc,2968820,2013-09-10,Trade Show,Opportunity for Edwards1049,Chris Riley,Closed Won,New Business,2013-02-08,Closed,AE
Christensen303 Inc,529000,2014-12-08,Web,Opportunity for Warren1050,Harold Campbell,Closed Won,New Business,2014-05-29,Closed,Marketing
Webb232 Inc,295880,2014-08-30,Word of mouth,Opportunity for Rodgers1051,Evelyn Williamson,Closed Won,New Business,2014-06-18,Closed,AE
Long553 Inc,349000,2013-09-20,Partner,Opportunity for Adkins1052,Kelly Frazier,Closed Won,New Business,2013-01-25,Closed,Alliances
Vasquez196 Inc,930600,2013-11-17,Employee Referral,Opportunity for Beck1053,John Williams,Closed Lost,New Business,2013-06-11,Omitted,BDR
Rowe333 Inc,1224345,2015-03-02,Partner,Opportunity for McKenzie1054,Irene Kelley,Closed Won,Existing Business,2014-12-09,Closed,BDR
Rivera969 Inc,1264240,2014-08-04,Partner,Opportunity for Webb1055,John Williams,Closed Lost,New Business / Add-on,2014-03-24,Omitted,BDR
Garza17 Inc,165825,2013-06-30,Partner,Opportunity for Gregory1056,Laura Palmer,Closed Lost,New Business,2013-02-28,Omitted,BDR
Abbott358 Inc,1495520,2012-09-18,Advertisement,Opportunity for Collins1057,Harold Campbell,Closed Won,New Business / Add-on,2012-06-06,Closed,BDR
Higgins666 Inc,2335680,2012-08-27,Advertisement,Opportunity for Fleming1058,Doroth Gardner,Closed Won,Existing Business,2012-05-24,Closed,Alliances
Ruiz102 Inc,1633100,2013-06-19,Employee Referral,Opportunity for Anderson1059,Laura Garza,Closed Lost,New Business / Add-on,2013-04-29,Omitted,Marketing
Quinn624 Inc,152446,2013-04-20,Employee Referral,Opportunity for Ray1060,Johnny Green,Closed Won,Existing Business,2013-03-09,Closed,AE
Dunn368 Inc,258140,2014-05-10,Web,Opportunity for Hart1061,Chris Riley,Closed Won,New Business,2014-02-18,Closed,AE
Newman145 Inc,1310250,2012-11-07,Partner,Opportunity for Perkins1062,Bruce Kennedy,Closed Won,New Business,2012-08-19,Closed,AE
Elliott903 Inc,175080,2013-11-15,Word of mouth,Opportunity for Francis1063,Bruce Kennedy,Closed Lost,New Business,2013-09-06,Omitted,BDR
Pittman435 Inc,64856,2013-05-10,Web,Opportunity for Tucker1064,Nicolas Weaver,Closed Lost,New Business,2013-04-23,Omitted,AE
Black328 Inc,1430610,2012-06-19,Employee Referral,Opportunity for Crawford1065,Catherine Brown,Closed Won,New Business / Add-on,2012-04-01,Closed,BDR
Bowman940 Inc,201572,2015-07-26,Partner,Opportunity for Vega1066,Harold Campbell,Perception Analysis,New Business / Add-on,2015-01-07,BestCase,Alliances
Bryant456 Inc,3661710,2014-10-04,Employee Referral,Opportunity for Owens1067,Irene McCoy,Closed Won,New Business,2014-03-04,Closed,Marketing
Fields265 Inc,386375,2014-08-03,Public Relations,Opportunity for Owen1424,Catherine Brown,Closed Won,New Business,2014-03-02,Closed,BDR
